0.000000 	 1.000001  
0.001571 	 1.000001  
0.003142 	 1.000001  
0.004712 	 1.000001  
0.006283 	 1.000001  
0.007854 	 1.000001  
0.009425 	 1.000001  
0.010996 	 1.000001  
0.012566 	 1.000001  
0.014137 	 1.000001  
0.015708 	 1.000001  
0.017279 	 1.000001  
0.018850 	 1.000001  
0.020420 	 1.000000  
0.021991 	 1.000000  
0.023562 	 1.000000  
0.025133 	 1.000000  
0.026704 	 1.000000  
0.028274 	 1.000000  
0.029845 	 1.000000  
0.031416 	 0.999999  
0.032987 	 0.999999  
0.034558 	 0.999999  
0.036128 	 0.999999  
0.037699 	 0.999999  
0.039270 	 0.999998  
0.040841 	 0.999998  
0.042412 	 0.999998  
0.043982 	 0.999998  
0.045553 	 0.999997  
0.047124 	 0.999997  
0.048695 	 0.999997  
0.050265 	 0.999997  
0.051836 	 0.999996  
0.053407 	 0.999996  
0.054978 	 0.999996  
0.056549 	 0.999995  
0.058119 	 0.999995  
0.059690 	 0.999995  
0.061261 	 0.999994  
0.062832 	 0.999994  
0.064403 	 0.999993  
0.065973 	 0.999993  
0.067544 	 0.999992  
0.069115 	 0.999992  
0.070686 	 0.999991  
0.072257 	 0.999991  
0.073827 	 0.999990  
0.075398 	 0.999990  
0.076969 	 0.999989  
0.078540 	 0.999989  
0.080111 	 0.999988  
0.081681 	 0.999987  
0.083252 	 0.999987  
0.084823 	 0.999986  
0.086394 	 0.999985  
0.087965 	 0.999985  
0.089535 	 0.999984  
0.091106 	 0.999983  
0.092677 	 0.999982  
0.094248 	 0.999981  
0.095819 	 0.999980  
0.097389 	 0.999979  
0.098960 	 0.999978  
0.100531 	 0.999977  
0.102102 	 0.999976  
0.103673 	 0.999975  
0.105243 	 0.999973  
0.106814 	 0.999972  
0.108385 	 0.999971  
0.109956 	 0.999969  
0.111527 	 0.999968  
0.113097 	 0.999967  
0.114668 	 0.999965  
0.116239 	 0.999963  
0.117810 	 0.999962  
0.119381 	 0.999960  
0.120951 	 0.999958  
0.122522 	 0.999956  
0.124093 	 0.999954  
0.125664 	 0.999952  
0.127235 	 0.999950  
0.128805 	 0.999947  
0.130376 	 0.999945  
0.131947 	 0.999942  
0.133518 	 0.999939  
0.135088 	 0.999936  
0.136659 	 0.999933  
0.138230 	 0.999930  
0.139801 	 0.999927  
0.141372 	 0.999923  
0.142942 	 0.999919  
0.144513 	 0.999915  
0.146084 	 0.999911  
0.147655 	 0.999907  
0.149226 	 0.999902  
0.150796 	 0.999897  
0.152367 	 0.999892  
0.153938 	 0.999886  
0.155509 	 0.999880  
0.157080 	 0.999873  
0.158650 	 0.999866  
0.160221 	 0.999859  
0.161792 	 0.999851  
0.163363 	 0.999843  
0.164934 	 0.999834  
0.166504 	 0.999824  
0.168075 	 0.999814  
0.169646 	 0.999803  
0.171217 	 0.999791  
0.172788 	 0.999778  
0.174358 	 0.999764  
0.175929 	 0.999748  
0.177500 	 0.999732  
0.179071 	 0.999714  
0.180642 	 0.999694  
0.182212 	 0.999672  
0.183783 	 0.999649  
0.185354 	 0.999623  
0.186925 	 0.999594  
0.188496 	 0.999563  
0.190066 	 0.999528  
0.191637 	 0.999488  
0.193208 	 0.999445  
0.194779 	 0.999396  
0.196350 	 0.999341  
0.197920 	 0.999279  
0.199491 	 0.999208  
0.201062 	 0.999126  
0.202633 	 0.999033  
0.204204 	 0.998925  
0.205774 	 0.998800  
0.207345 	 0.998652  
0.208916 	 0.998476  
0.210487 	 0.998266  
0.212058 	 0.998013  
0.213628 	 0.997702  
0.215199 	 0.997315  
0.216770 	 0.996827  
0.218341 	 0.996198  
0.219911 	 0.995371  
0.221482 	 0.994251  
0.223053 	 0.992688  
0.224624 	 0.990411  
0.226195 	 0.986922  
0.227765 	 0.981195  
0.229336 	 0.970868  
0.230907 	 0.949541  
0.232478 	 0.895343  
0.234049 	 0.707146  
0.235619 	 0.003229  
0.237190 	 0.707060  
0.238761 	 0.893523  
0.240332 	 0.947838  
0.241903 	 0.969431  
